,Strassenklasse,Unfalldatum,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage
11662,Bundesstrasse,8. Jun.,39,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1405,Auto,Gut
11663,Autobahn,04-Dec-11,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,Frost / Eis,männlich,2335,Auto,Gut
11664,Bundesstrasse,7. Dez.,25,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1110,Auto,Gut
11665,Landesstrasse,12-Oct-11,4,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,nass / feucht,weiblich,1910,Auto,Regen
11666,nicht klassifiziert,28. Feb.,18,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,6,2,trocken,weiblich,2035,Auto,Gut
11667,nicht klassifiziert,11. Sep.,19,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,320,Taxi,Gut
11668,nicht klassifiziert,10. Mrz.,2,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1530,Bus,Gut
11669,Bundesstrasse,29. Okt.,52,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1140,Auto,Gut
11670,Bundesstrasse,3. Nov.,25,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,1,nass / feucht,männlich,2215,Auto,Regen
11671,nicht klassifiziert,10-Mar-10,83,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1640,Bus,Gut
11672,Autobahn,10. Nov.,38,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,weiblich,1802,Auto,Gut
11673,nicht klassifiziert,8. Jan.,9,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,männlich,1725,Auto,Gut
11674,Bundesstrasse,18. Jun.,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,710,Fahrrad,Gut
11675,nicht klassifiziert,17. Jun.,39,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1457,Mottorrad (125cc),Gut
11676,nicht klassifiziert,10. Sep.,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1945,Fahrrad,Gut
11677,nicht klassifiziert,6. Jun.,15,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1830,Auto,Gut
11678,nicht klassifiziert,19. Dez.,39,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,2335,Taxi,Gut
11679,nicht klassifiziert,14. Feb.,4,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1710,Auto,Gut
11680,nicht klassifiziert,4. Jun.,37,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,2356,Transporter,Gut
11681,Bundesstrasse,19. Mai.,8,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,2030,Auto,Gut
11682,Autobahn,1. Sep.,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,4,nass / feucht,männlich,1804,Auto,Andere
11683,nicht klassifiziert,29. Jun.,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,715,Fahrrad,Gut
11684,Bundesstrasse,24. Apr.,38,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,weiblich,1435,Auto,Gut
11685,nicht klassifiziert,21. Apr.,78,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1633,Auto,Gut
11686,Bundesstrasse,14. Nov.,67,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,1855,Auto,Gut
11687,nicht klassifiziert,12. Apr.,21,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1812,Bus,Gut
11688,Bundesstrasse,13. Mai.,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,734,Auto,Gut
11689,Bundesstrasse,11. Aug.,44,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,6,2,trocken,männlich,1339,Auto,Gut
11690,Bundesstrasse,29. Mrz.,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,1400,Auto,Gut
11691,nicht klassifiziert,29. Aug.,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1819,Auto,Gut
11692,nicht klassifiziert,25. Apr.,7,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1835,Auto,Gut
11693,nicht klassifiziert,19. Nov.,79,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1145,Bus,Gut
11694,Bundesstrasse,03-Dec-11,31,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,weiblich,30,Auto,Gut
11695,Bundesstrasse,24. Dez.,12,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,1327,Auto,Gut
11696,Autobahn,16. Okt.,61,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,825,Auto,Gut
11697,Landesstrasse,23. Sep.,19,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,2009,Mottorrad (125cc),Regen
11698,Autobahn,11-Mar-11,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1050,Auto,Gut
11699,Bundesstrasse,15. Sep.,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1825,Auto,Gut
11700,nicht klassifiziert,15. Nov.,45,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,2035,Auto,Regen
11701,Bundesstrasse,31-May-09,52,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1140,Auto,Gut
11702,nicht klassifiziert,24. Mrz.,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1503,Auto,Gut
11703,Bundesstrasse,24. Feb.,37,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,5,3,trocken,männlich,1605,Transporter,Gut
11704,Bundesstrasse,21. Sep.,69,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und nicht beleuchtet,4,4,trocken,männlich,1915,Auto,Gut
11705,nicht klassifiziert,13. Jan.,34,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,910,Bus,Regen
11706,Bundesstrasse,21. Nov.,21,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,nass / feucht,weiblich,1900,Mottorrad (500cc),Gut
11707,nicht klassifiziert,9. Aug.,70,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1114,Kleinbus,Gut
11708,Bundesstrasse,27. Jun.,59,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1414,Taxi,Gut
11709,nicht klassifiziert,26. Mai.,22,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,330,Taxi,Gut
11710,Landesstrasse,19. Mai.,80,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1105,Bus,Gut
11711,nicht klassifiziert,25. Jan.,20,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,45,Auto,Gut
11712,nicht klassifiziert,29-Mar-09,33,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,400,Taxi,Gut
11713,Bundesstrasse,13-May-11,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1915,Auto,Gut
11714,Bundesstrasse,8. Feb.,34,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1512,Auto,Gut
11715,nicht klassifiziert,23. Aug.,24,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1345,Auto,Regen
11716,Bundesstrasse,24. Sep.,18,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1425,Mottorrad (50cc),Gut
11717,nicht klassifiziert,6. Jan.,49,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,1825,Fahrrad,Schnee
11718,Landesstrasse,11. Jul.,54,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1048,Fahrrad,Gut
11719,nicht klassifiziert,3. Aug.,66,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1530,Auto,Gut
11720,nicht klassifiziert,27. Feb.,18,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1300,Mottorrad (125cc),Gut
11721,Landesstrasse,30. Jun.,2,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1520,Auto,Gut
11722,nicht klassifiziert,15-May-09,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1630,Auto,Gut
11723,nicht klassifiziert,1. Jul.,40,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,920,Mottorrad (500cc),Gut
11724,Bundesstrasse,26. Aug.,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1107,Auto,Gut
11725,nicht klassifiziert,11-Oct-10,44,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,trocken,männlich,1935,Auto,Gut
11726,Bundesstrasse,03-Dec-12,53,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1320,LKW ab 7.5t,Gut
11727,nicht klassifiziert,19-Mar-09,56,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1650,Auto,Gut
11728,nicht klassifiziert,11. Jul.,42,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,200,Taxi,Gut
11729,Landesstrasse,15. Nov.,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1555,Auto,Gut
11730,nicht klassifiziert,16. Jun.,30,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,trocken,männlich,105,Auto,Gut
11731,Landesstrasse,5. Apr.,15,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1600,Auto,Gut
11732,nicht klassifiziert,17. Jun.,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1055,Fahrrad,Gut
11733,nicht klassifiziert,11. Feb.,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,715,Fahrrad,Gut
11734,nicht klassifiziert,19. Sep.,54,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2343,Taxi,Gut
11735,nicht klassifiziert,15. Aug.,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,745,Auto,Gut
11736,nicht klassifiziert,07-May-10,10,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,trocken,weiblich,1740,Auto,Gut
11737,Bundesstrasse,21-Dec-10,24,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,Frost/ Ice,weiblich,1945,Auto,Gut
11738,nicht klassifiziert,10. Jan.,20,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,4,trocken,männlich,802,Auto,Regen
11739,Kraftfahrzeugstrasse,21. Apr.,22,Fahrer,2,Dunkelheit: keine Strassenbeleuchtung,2,2,trocken,männlich,113,Auto,Gut
11740,Bundesstrasse,13. Dez.,23,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,männlich,1720,Taxi,Regen
11741,Bundesstrasse,17. Jun.,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1220,Auto,Gut
11742,Bundesstrasse,11-May-12,9,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1538,Auto,Gut
11743,Bundesstrasse,14-Oct-12,12,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1418,Auto,Gut
11744,nicht klassifiziert,5. Nov.,7,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,845,Auto,Gut
11745,nicht klassifiziert,6. Nov.,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,725,Auto,Regen
11746,Bundesstrasse,13. Apr.,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1545,Auto,Gut
11747,nicht klassifiziert,07-Mar-12,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1330,Auto,Gut
11748,nicht klassifiziert,22. Jan.,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,7,Schnee,männlich,1430,Auto,Gut
11749,nicht klassifiziert,15. Nov.,17,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,weiblich,1833,Auto,Gut
11750,nicht klassifiziert,19. Aug.,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1730,Fahrrad,Gut
11751,Bundesstrasse,2. Mai.,53,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1530,Mottorrad (500cc),Gut
11752,Bundesstrasse,15. Jul.,35,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,105,Auto,Gut
11753,Bundesstrasse,21. Jun.,37,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1830,Auto,Gut
11754,nicht klassifiziert,29. Okt.,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1250,Auto,Gut
11755,Bundesstrasse,14. Mrz.,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1504,Auto,Gut
11756,nicht klassifiziert,9. Feb.,36,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,10,Auto,Gut
11757,Bundesstrasse,21. Dez.,64,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1230,Auto,Gut
11758,nicht klassifiziert,26. Jul.,24,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,20,Auto,Gut
11759,Bundesstrasse,16. Sep.,18,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,819,Auto,Gut
11760,Bundesstrasse,21-Dec-10,21,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,Frost/ Ice,weiblich,1152,Auto,Gut
11761,nicht klassifiziert,10. Jul.,78,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1010,Auto,Gut
11762,nicht klassifiziert,4. Dez.,34,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1538,Auto,Gut
11763,Bundesstrasse,28. Mai.,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,844,Auto,Regen
11764,nicht klassifiziert,8. Jan.,7,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,weiblich,1725,Auto,Gut
11765,nicht klassifiziert,02-Mar-12,26,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1130,Auto,Gut
11766,Bundesstrasse,23. Aug.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1845,Auto,Gut
11767,nicht klassifiziert,03-May-11,7,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1823,Fahrrad,Gut
11768,nicht klassifiziert,8. Jun.,18,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1520,Transporter,Gut
11769,nicht klassifiziert,22. Feb.,28,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,männlich,2130,Auto,Gut
11770,nicht klassifiziert,21. Sep.,16,Fahrer,2,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,2120,Mottorrad,Gut
11771,Bundesstrasse,9. Jul.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,554,Auto,Gut
11772,nicht klassifiziert,25-Mar-12,37,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,trocken,männlich,350,Auto,Gut
11773,Kraftfahrzeugstrasse,11. Jul.,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1330,Auto,Gut
11774,Bundesstrasse,26-May-12,49,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,männlich,2012,Auto,Gut
11775,Bundesstrasse,22. Jul.,40,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1100,Bus,Gut
11776,nicht klassifiziert,3. Mrz.,57,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1300,Taxi,Gut
11777,Bundesstrasse,10. Dez.,82,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1100,Auto,Gut
11778,Bundesstrasse,3. Sep.,37,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1530,Auto,Gut
11779,nicht klassifiziert,30. Jul.,16,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1545,Fahrrad,Gut
11780,Bundesstrasse,1. Jan.,61,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,1750,Auto,Gut
11781,Bundesstrasse,17-May-12,50,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,1745,Auto,Gut
11782,Bundesstrasse,21. Feb.,41,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,515,Taxi,Gut
11783,nicht klassifiziert,07-Dec-12,72,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1130,Auto,Gut
11784,Bundesstrasse,18. Jul.,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,2000,Auto,Gut
11785,Bundesstrasse,20. Aug.,34,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1940,Auto,Gut
11786,Landesstrasse,1. Jul.,35,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,männlich,1930,Auto,Gut
11787,nicht klassifiziert,26. Sep.,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1715,Auto,Gut
11788,Bundesstrasse,30. Aug.,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1625,Auto,Gut
11789,Landesstrasse,4. Jun.,33,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1945,Auto,Gut
11790,Bundesstrasse,14. Jan.,30,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,3,nass / feucht,weiblich,1025,Auto,Gut
11791,Autobahn,19. Aug.,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1215,Auto,Gut
11792,Bundesstrasse,24-Mar-10,79,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,nass / feucht,weiblich,1905,Auto,Gut
11793,nicht klassifiziert,11-Dec-12,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1935,Mottorrad,Gut
11794,nicht klassifiziert,06-Dec-11,36,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,männlich,2050,Auto,Gut
11795,Bundesstrasse,22. Apr.,51,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,714,Mottorrad (125cc),Gut
11796,Bundesstrasse,08-May-11,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,4,trocken,männlich,1500,Transporter,Gut
11797,Bundesstrasse,22. Nov.,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,801,Transporter,Gut
11798,Autobahn,17. Sep.,39,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,3,trocken,weiblich,1820,Auto,Gut
11799,nicht klassifiziert,11-Dec-10,28,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,540,Auto,Gut
11800,Bundesstrasse,20. Apr.,66,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,3,1,trocken,weiblich,1603,Mottorrad (50cc),Gut
11801,nicht klassifiziert,30-Oct-12,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,845,Mottorrad (500cc),Gut
11802,nicht klassifiziert,19. Feb.,22,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,weiblich,2040,Auto,Gut
11803,Bundesstrasse,27. Sep.,2,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1455,Auto,Gut
11804,Bundesstrasse,5. Feb.,37,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,nass / feucht,männlich,610,Mottorrad (50cc),Regen
11805,Bundesstrasse,27-May-12,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1530,Auto,Gut
11806,nicht klassifiziert,16. Dez.,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1405,Auto,Gut
11807,Bundesstrasse,10. Feb.,30,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1320,Auto,Gut
11808,Bundesstrasse,14. Nov.,21,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,2315,Auto,Gut
11809,nicht klassifiziert,27. Apr.,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1715,Auto,Gut
11810,nicht klassifiziert,11. Aug.,48,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1753,Auto,Regen (starker Wind)
11811,Bundesstrasse,19. Aug.,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1140,Auto,Gut
11812,Bundesstrasse,13. Mrz.,33,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1825,Auto,Gut
11813,nicht klassifiziert,3. Aug.,31,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1925,Auto,Gut
11814,Bundesstrasse,7. Apr.,25,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,6,4,trocken,weiblich,1600,Auto,Gut
11815,nicht klassifiziert,14. Mai.,18,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,5,2,trocken,männlich,2010,Auto,Unbekannt
11816,nicht klassifiziert,09-Mar-09,19,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1605,Bus,Gut
11817,Bundesstrasse,12. Aug.,36,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,730,Mottorrad (500cc),Gut
11818,Kraftfahrzeugstrasse,8. Jul.,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,männlich,1002,Bus,Gut
11819,nicht klassifiziert,01-Dec-12,30,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1600,Auto,Gut
11820,Bundesstrasse,06-May-10,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,männlich,750,Auto,Regen
11821,Landesstrasse,3. Mai.,25,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,2020,Auto,Gut
11822,Landesstrasse,24. Jan.,21,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,308,Auto,Gut
11823,nicht klassifiziert,2. Feb.,17,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,1,1,trocken,weiblich,1800,Auto,Gut
11824,Landesstrasse,06-May-09,26,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,118,Auto,Gut
11825,Bundesstrasse,14. Apr.,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1311,Auto,Gut
11826,Autobahn,15. Nov.,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1217,Mottorrad (500cc),Gut
11827,Bundesstrasse,9. Jun.,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1607,Auto,Andere
11828,nicht klassifiziert,1. Apr.,12,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1700,Auto,Gut
11829,Bundesstrasse,16. Jul.,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,625,Auto,Gut
11830,nicht klassifiziert,12. Jun.,14,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1523,Auto,Gut
11831,Bundesstrasse,14-May-10,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,915,Fahrrad,Gut
11832,nicht klassifiziert,13. Jan.,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1025,Fahrrad,Gut
11833,nicht klassifiziert,8. Aug.,23,Fussgänger,2,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,1915,Auto,Gut
11834,Landesstrasse,7. Nov.,53,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1640,Auto,Gut
11835,Bundesstrasse,1. Jun.,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1340,Fahrrad,Gut
